"ID","SalePrice"
1461,130021.327213576
1462,160955.091633294
1463,186402.491533475
1464,207995.674546466
1465,193439.810464196
1466,191648.875098182
1467,172084.464928027
1468,175499.373113844
1469,197588.106658847
1470,105932.96296614
1471,192923.662303513
1472,104823.539902617
1473,95043.5254525977
1474,143321.016383678
1475,120254.987056654
1476,336284.155937684
1477,238775.149516606
1478,281119.792533923
1479,267173.64349623
1480,377579.201851245
1481,298384.840795532
1482,223797.534985645
1483,193626.777853884
1484,161927.582905371
1485,206346.338673325
1486,222262.03392389
1487,320739.196558158
1488,250513.395309954
1489,191783.466844064
1490,210313.592635706
1491,219962.050240056
1492,101264.960363216
1493,199548.53266714
1494,277497.323876305
1495,266305.07783272
1496,201702.662978083
1497,190230.188743108
1498,158281.077801535
1499,153329.996761637
1500,143057.962441866
1501,158616.126988855
1502,143745.955950203
1503,262976.099060516
1504,243962.92802848
1505,207968.990338003
1506,179709.871588028
1507,235513.275521821
1508,205472.579688251
1509,164350.966911988
1510,128635.553847706
1511,130029.216607477
1512,164037.633496577
1513,164386.544221198
1514,136674.951013255
1515,204649.361703853
1516,169109.857651366
1517,178918.985630156
1518,137430.690723372
1519,201391.052974589
1520,117037.473624225
1521,123086.422097192
1522,179815.32754178
1523,113714.809503225
1524,131281.857646588
1525,114818.092754898
1526,120371.703181548
1527,99660.8888449465
1528,150974.565716568
1529,129374.449914387
1530,191873.146549528
1531,108203.811205736
1532,94915.0182367284
1533,137144.976409788
1534,134327.974125621
1535,162804.28758405
1536,110678.8412377
1537,62176.5444087876
1538,171459.315705901
1539,201486.197423467
1540,105125.925532731
1541,153734.59789177
1542,136256.424688523
1543,177311.91309266
1544,81667.3028748087
1545,127732.650747517
1546,132649.912697603
1547,139735.258149805
1548,147123.858052129
1549,117779.082066276
1550,116458.639124784
1551,111333.915376055
1552,126228.489471342
1553,155610.338759242
1554,120444.352061887
1555,168283.06034515
1556,92557.5824411335
1557,96538.0902131835
1558,100375.648264263
1559,74841.747166092
