"ID","SalePrice"
1461,129033.763767436
1462,160737.492015565
1463,181963.557278759
1464,206760.080756271
1465,188310.473114061
1466,188423.167261091
1467,169266.063729439
1468,173281.181035363
1469,191978.402220762
1470,104342.077752539
1471,187373.576920279
1472,105780.346754014
1473,96424.3628348903
1474,140197.386210804
1475,117718.361604474
1476,340051.710841971
1477,238701.721998977
1478,279447.08030606
1479,268041.170254288
1480,381983.775808908
1481,294361.750806597
1482,222733.360999004
1483,189747.404649524
1484,161418.187870553
1485,203214.4039414
1486,217432.690077911
1487,313183.175226663
1488,248443.354071961
1489,185363.522540567
1490,206722.290776878
1491,221767.336167881
1492,100439.028693702
1493,200224.221786793
1494,278326.591526402
1495,261090.93482748
1496,197299.279978911
1497,180684.676911545
1498,155872.322066773
1499,148470.901053935
1500,141508.788225863
1501,158595.755976666
1502,139594.819130656
1503,258165.498355242
1504,237489.029680867
1505,202066.798802643
1506,180613.206445628
1507,232063.5452163
1508,201582.297759903
1509,161362.47645817
1510,129445.846048101
1511,128527.394436075
1512,164477.382921618
1513,163795.083892247
1514,135444.790859694
1515,204004.407831994
1516,168885.573273184
1517,178898.588992717
1518,132701.527179889
1519,202509.895701968
1520,118020.86217049
1521,123731.337547619
1522,179142.352891008
1523,111471.034332051
1524,128638.651527531
1525,113135.992471427
1526,119264.138846491
1527,98308.7247081768
1528,147356.776684297
1529,128037.940917769
1530,194680.714313904
1531,111860.880187876
1532,94324.8743680574
1533,135312.101426241
1534,132580.467197352
1535,161194.521625673
1536,109641.3613251
1537,62453.3111589823
1538,169250.473448532
1539,197147.128581039
1540,105436.140601969
1541,152097.990478391
1542,135212.12412805
1543,175594.765102053
1544,81090.0678598085
1545,125988.235941772
1546,130479.897697125
1547,141477.64180754
1548,144507.482455233
1549,116595.578177159
1550,114846.628792327
1551,109715.248585017
1552,126473.049926308
1553,154565.511116391
1554,118884.69428975
1555,170308.919430813
1556,91791.7923797717
1557,95593.4438249311
1558,98923.6594223525
1559,74054.6965995709
1560,131737.069336517
1561,113181.191763702
1562,121549.0799197
1563,113033.408238834
1564,143284.909407263
1565,149037.130326497
1566,247439.680983027
1567,75755.9576419124
1568,211449.315092253
1569,113666.218858627
1570,146126.144986134
1571,133930.217610645
1572,133182.482581784
1573,255586.3955506
1574,123246.197965094
1575,228275.763357336
1576,234519.268555671
1577,187102.19360693
1578,140857.199305307
1579,134758.046454786
1580,209807.770253599
1581,155389.997414223
1582,111509.622237209
1583,272966.719364968
1584,231580.76825483
1585,137245.737112339
1586,62699.2379944942
1587,114796.941365337
1588,136745.149977927
1589,114854.022974642
1590,137002.122122936
1591,89877.1867677917
1592,109194.95945427
1593,119448.07033889
1594,115554.291565828
1595,107861.562232432
1596,202407.821413968
1597,168672.971210667
1598,225496.334329917
1599,175857.398101283
1600,172538.219103642
1601,62444.5719292862
1602,116667.038336818
1603,87907.3621584569
1604,230619.380174263
1605,250170.570058608
1606,173408.701103301
1607,175587.479956029
1608,209971.07913856
1609,189781.210306341
1610,161720.38207208
1611,148271.260364017
1612,165797.004953555
1613,171644.449941068
1614,117658.304246879
1615,91718.6179821257
1616,79086.1591698838
1617,92246.8869056954
1618,117082.463932108
1619,138748.763149876
1620,160548.201338594
1621,145708.158332841
1622,133841.62752654
1623,242440.222021405
1624,205502.562205006
1625,122765.481477453
1626,161977.270795213
1627,194620.779012153
1628,280937.679396616
1629,199408.722741586
1630,311237.122022089
1631,212647.126395986
1632,230388.438323301
1633,187312.093599197
1634,181158.561095337
1635,174733.584433062
1636,157042.939683015
1637,202128.765794816
1638,229166.880464565
1639,195341.428517073
1640,275263.04647238
1641,184768.316764194
1642,215963.037792867
1643,234707.902692197
1644,242131.807468499
1645,194413.70233834
1646,157623.208184106
1647,160759.832234151
1648,128777.808945816
1649,137700.334699878
1650,103401.838506157
1651,113052.278020498
1652,104248.005269448
1653,109518.807000373
1654,138907.612749131
1655,126095.790388372
1656,131901.110861206
1657,140415.940505197
1658,135623.800257241
1659,117786.828310374
1660,147406.70043632
1661,383270.587583229
1662,339799.41463242
1663,311578.909266244
1664,426548.620167446
1665,287391.861544734
1666,285258.436491454
1667,318057.15255176
1668,285997.786817528
1669,272859.159933844
1670,298427.511712404
1671,244241.782087078
1672,347595.488334793
1673,295888.739738441
1674,240262.302282727
1675,187256.40480854
1676,182464.992468597
1677,216416.806575411
1678,399873.230025883
1679,303392.179143254
1680,289080.864298487
1681,250768.563420415
1682,271307.799760642
1683,186749.764002708
1684,210012.813508044
1685,187133.506954769
1686,169997.490599663
1687,192795.803327293
1688,214243.966874508
1689,215724.118451668
1690,201057.594659633
1691,191049.922681218
1692,185178.301582451
1693,180812.344060551
1694,185445.909166982
1695,266113.913333189
1696,195853.46048151
1697,320136.760300946
1698,278192.564824473
1699,237959.096757029
1700,278410.924434272
1701,250761.264914075
1702,252528.587421221
1703,249204.552753358
1704,229725.909803107
1705,365805.615073458
1706,198763.748462658
1707,271916.902064011
1708,227031.208067926
1709,259555.110242912
1710,252736.026700895
1711,229828.575542079
1712,202803.071780086
1713,198508.863866774
1714,191044.655207445
1715,173040.546632861
1716,141863.840831154
1717,224260.220765619
1718,228706.250167798
1719,183733.67248223
1720,139434.320554119
1721,149785.922001483
1722,203155.393442595
1723,233568.985579124
1724,193095.512553099
1725,159285.142989164
1726,192178.754810778
1727,175351.318218889
1728,164930.606445801
1729,113296.271843426
1730,112575.937503866
1731,110868.436308851
1732,118387.082902709
1733,125602.286555089
1734,112736.107587034
1735,321654.92865266
1736,259755.094163575
1737,245081.133109317
1738,191733.641584713
1739,172322.434794327
1740,157303.341744139
1741,168250.557069919
1742,293402.990617194
1743,217302.134318861
1744,231635.899798628
1745,237030.983074241
1746,231310.681776811
1747,144792.413346728
1748,138842.526470849
1749,281619.891493086
1750,112496.299563484
1751,148372.719878711
1752,216099.642894085
1753,161778.185034433
1754,114277.048386173
1755,115748.948244021
1756,124790.703409243
1757,161985.124424827
1758,153734.162724508
1759,146848.474443138
1760,165909.416015382
1761,175262.970790205
1762,113748.319101678
1763,168245.367409213
1764,178363.500993204
1765,230119.937664859
1766,135121.191271079
1767,182057.165279649
1768,144218.578996465
1769,119198.518765958
1770,132541.691688636
1771,119725.10744207
1772,143251.398130568
1773,137612.629070826
1774,128698.560644063
1775,98826.3792238662
1776,131128.323785462
