"ID","SalePrice"
1461,117694.129245609
1462,158637.009291104
1463,150434.089482215
1464,175014.506725892
1465,218584.626257926
1466,176974.045076806
1467,152738.361257022
1468,167040.060073446
1469,190271.807899316
1470,98422.7539016273
1471,190095.939145651
1472,138370.935806844
1473,124282.135685677
1474,167323.801517891
1475,151772.076402905
1476,338521.702436119
1477,242318.600885353
1478,294188.115029464
1479,258036.328601343
1480,364014.745534637
1481,284207.893546374
1482,224793.404981209
1483,160363.49961904
1484,176549.26163865
1485,190556.24860843
1486,211586.043590745
1487,299111.744115825
1488,245921.445790325
1489,184495.689747273
1490,169121.581522155
1491,208484.031138029
1492,121591.015753663
1493,169528.538196477
1494,289705.442579031
1495,282176.90478638
1496,199134.118184321
1497,211229.21209642
1498,180870.733383078
1499,180870.733383078
1500,156276.008324709
1501,170110.652554976
1502,172941.538859695
1503,233286.988806088
1504,258274.262695329
1505,200642.611311629
1506,186301.979435506
1507,215180.893975288
1508,190791.84484666
1509,176520.779120731
1510,133208.186769787
1511,132259.042135191
1512,145918.851985609
1513,183099.332800669
1514,121312.639973418
1515,178911.127504858
1516,172702.530000189
1517,147706.847072733
1518,150458.838535403
1519,200242.209769872
1520,126601.25592183
1521,129673.869654923
1522,173417.841791507
1523,114940.867897095
1524,122847.585396504
1525,117890.076927032
1526,118071.075141213
1527,104317.091791719
1528,152382.665194055
1529,130412.661439556
1530,164218.727507101
1531,131839.714899572
1532,92764.1025737166
1533,139147.518164405
1534,152926.238966663
1535,146568.029451208
1536,131541.505574662
1537,70878.4203188729
1538,233578.388254578
1539,283078.083350548
1540,136331.429983302
1541,170326.364842684
1542,148102.333809868
1543,225793.517674284
1544,89077.3735844795
1545,146381.103378367
1546,155139.222276301
1547,139264.118232221
1548,163101.085810893
1549,124859.226209977
1550,146589.062673536
1551,143714.619439165
1552,140121.608999506
1553,136005.706292786
1554,155028.99921209
1555,150640.751812449
1556,127759.44032934
1557,110358.200051091
1558,133422.464251659
1559,107459.191188289
1560,152070.715600023
1561,106150.644434753
1562,114920.864260311
1563,111597.567454945
1564,140699.969807599
1565,142506.241490242
1566,201256.213421293
1567,91374.591882707
1568,192743.038052456
1569,108857.465803871
1570,146800.897727601
1571,120879.693087865
1572,128858.413406478
1573,201259.277010292
1574,136434.899524074
1575,196203.178846699
1576,189781.12124584
1577,184081.576804605
1578,167388.943874243
1579,120492.972223658
1580,210765.957051055
1581,120758.123133465
1582,114688.03789103
1583,269849.979213815
1584,233301.59233287
1585,131838.870057604
1586,70771.8434315324
1587,119152.998105318
1588,129574.972875304
1589,108886.756590837
1590,146489.522352545
1591,80001.2572430407
1592,132878.5747792
1593,132117.667850971
1594,124769.152764538
1595,119387.815754524
1596,228788.2300895
1597,170822.275887576
1598,207912.452322259
1599,200393.187883818
1600,212196.35488265
1601,55645.6901642442
1602,150454.736739753
1603,99945.4128032212
1604,244368.593268586
1605,264695.672815579
1606,158866.846776509
1607,198612.248168968
1608,192563.323959835
1609,182358.298921602
1610,141670.903095952
1611,135103.579056979
1612,143530.494062221
1613,140202.809394812
1614,115603.333700699
1615,84640.5165404723
1616,84640.5165404723
1617,105540.452682026
1618,113162.902165508
1619,112288.51226155
1620,181000.913210422
1621,136030.224323998
1622,141093.453952383
1623,253466.183030078
1624,185885.378708624
1625,135059.743413705
1626,167395.913924808
1627,175205.406884804
1628,284037.020933174
1629,205040.041407562
1630,295379.460865765
1631,232587.435120895
1632,250059.035178357
1633,190966.372318429
1634,176081.848845534
1635,169824.130242879
1636,153047.201983032
1637,163199.114588222
1638,229512.769855586
1639,178381.201306442
1640,255967.701859825
1641,179980.551854741
