"ID","SalePrice"
1461,131456.68593126
1462,162383.221230464
1463,189512.252205197
1464,211652.278606818
1465,195950.694887757
1466,194534.2422536
1467,177754.027018301
1468,178355.539041685
1469,200405.628417584
1470,107115.930242986
1471,196027.938380533
1472,105802.592012483
1473,96087.4962498896
1474,145447.721724452
1475,121606.701181182
1476,341911.73248726
1477,242653.299925262
1478,285710.094099709
1479,271723.149138326
1480,384469.168226597
1481,303211.071596979
1482,227482.827394894
1483,196664.634223839
1484,164473.321070501
1485,209440.517931328
1486,225874.607518131
1487,326070.652534284
1488,254743.43524708
1489,194899.601221734
1490,214172.75149771
1491,223125.68282341
1492,103321.773869498
1493,205740.202085277
1494,281558.853215519
1495,270201.483298728
1496,205163.990514609
1497,193095.15945293
1498,160605.772828604
1499,155606.00170489
1500,145308.52097008
1501,160954.60374152
1502,145850.53777881
1503,267490.22364174
1504,247708.018578247
1505,211531.077132252
1506,181849.016431512
1507,239281.001017195
1508,208209.931360222
1509,166270.980232601
1510,129973.746663367
1511,131335.610592227
1512,166046.127765376
1513,165676.677483937
1514,137467.429254459
1515,207372.942402528
1516,173278.693681882
1517,181513.549796954
1518,138768.670048815
1519,204524.582146741
1520,118048.295914224
1521,124175.476206442
1522,181874.552959281
1523,114630.29374981
1524,132529.688942958
1525,117709.921250172
1526,121254.293031384
1527,100103.077410781
1528,152460.74058021
1529,130702.393256975
1530,194547.916514804
1531,108288.819309632
1532,94867.5459951397
1533,138799.008333324
1534,135151.455063912
1535,167022.053450126
1536,110976.777302387
1537,63466.284413714
1538,180614.396698853
1539,204247.818471359
1540,106113.998052855
1541,154163.783198617
1542,139496.840149761
1543,184560.195323884
1544,85031.0788993725
1545,128489.273434812
1546,135930.519856123
1547,141190.878029774
1548,148363.26529359
1549,118540.948729473
1550,117115.920281048
1551,111619.571142522
1552,124564.184198825
1553,157469.803756135
1554,122830.132830204
1555,170236.067914879
1556,95477.7571872147
1557,97681.5469984464
1558,104275.821363274
1559,76497.039240136
1560,138691.748328947
1561,117636.991972033
1562,122999.273827839
1563,116047.190672617
1564,150038.398218535
1565,156120.944279247
1566,265000.142906445
1567,79174.1206796753
1568,213711.154250448
1569,114374.409575782
1570,149398.255070962
1571,134373.737724307
1572,137462.812827251
1573,263411.954705086
1574,125036.358034646
1575,235618.928736595
1576,241263.74692246
1577,189884.382831609
1578,143110.229620238
1579,141993.767069727
1580,215120.626846594
1581,163313.54730359
1582,114423.420882147
1583,277363.005439721
1584,238434.986207398
1585,138899.102720938
1586,64868.7922378247
1587,118108.674481641
1588,140057.5298845
1589,120663.528873443
1590,142347.809797743
1591,90955.0997267865
1592,113296.515176601
1593,122680.086638386
1594,118572.336478527
1595,108005.376485206
1596,207551.219763294
1597,172127.547562189
1598,231421.360430771
1599,183570.869880698
1600,179969.590567649
1601,61915.1130297863
1602,118296.792566356
1603,87226.0620949816
1604,239058.228341451
1605,258216.868224793
1606,179783.86008773
1607,185371.492053112
1608,216282.313187904
1609,195474.171674668
1610,165572.863508023
1611,149651.304984756
1612,170020.394568589
1613,176426.080517442
1614,120674.243339701
1615,93665.2037032711
1616,80341.2405474407
1617,94823.311324547
1618,122071.780655002
1619,141960.703259217
1620,161441.986260562
1621,149874.023098298
1622,136658.040271074
1623,260118.205415765
1624,216227.205334398
1625,124294.615557746
1626,163108.440104393
1627,200278.985431058
1628,284415.255996462
1629,202709.248130465
1630,319050.346501598
1631,221755.246628018
1632,238660.629696774
1633,192145.658545591
1634,186362.182740981
1635,179095.539089126
1636,159559.860250038
1637,206062.962923023
1638,231800.824332411
1639,197598.292623132
1640,278169.295861662
1641,186164.746038822
1642,223794.999012934
1643,243671.067819933
1644,251506.105473721
1645,196449.091021319
1646,158590.541250009
1647,167193.741275218
1648,130234.049856005
1649,137503.254657185
1650,105495.846483937
1651,117324.448089432
1652,103781.235171615
1653,109228.878106525
1654,142134.378769258
1655,131023.739031491
1656,136029.227912429
1657,143743.927144678
1658,140053.435387587
1659,120213.920035512
1660,149437.928863405
1661,389007.444809224
1662,354382.92595626
1663,319489.467742408
1664,435818.346423198
1665,293886.003704632
1666,292246.964121851
1667,324847.521326059
1668,289639.926409699
1669,279600.15354252
1670,305525.011811319
1671,245429.93656803
1672,346256.006822879
1673,297034.020348855
1674,246785.639104407
1675,189317.255767852
1676,185317.015284526
1677,219638.282689855
1678,405397.789060083
1679,307422.785476069
1680,297110.001523587
1681,255409.416406512
1682,273501.838765807
1683,189627.798347314
1684,214104.890156284
1685,192338.98720934
1686,175110.222419319
1687,199942.204886559
1688,217242.723963611
1689,222773.18193596
1690,204840.378122836
1691,196245.984825511
1692,262272.588915035
1693,189200.035475744
1694,185583.90476911
1695,190183.601778799
1696,271345.187074274
1697,201133.354745598
1698,323869.087267069
1699,284509.334071694
1700,242196.852700288
1701,281368.709263335
1702,254882.280603782
1703,257213.301512138
1704,253856.315161297
1705,233153.842033208
1706,369279.660886526
1707,198937.285775921
1708,204329.349899635
1709,277970.905135318
1710,230923.587544383
1711,262643.665002586
1712,255208.669271333
1713,235803.344668547
1714,210912.223866285
1715,206264.914572705
1716,197575.550636372
1717,178524.559144803
1718,145984.008789196
1719,229119.208199487
1720,233766.521287791
1721,189374.19290509
1722,141534.328238287
1723,153426.590093631
1724,205906.107412696
1725,237404.486355407
1726,203298.242112048
1727,164418.900491269
1728,199019.016108994
1729,180355.838823415
1730,172693.166203777
1731,115666.84224955
1732,114745.83834347
1733,112161.872957033
1734,121162.365273304
1735,129185.846743961
1736,112162.729617366
1737,337435.011371467
1738,268545.945017992
1739,252274.15167534
1740,195004.937549031
1741,174353.204204437
1742,161085.609637494
1743,170728.314766861
1744,311658.950335609
1745,221776.238320727
1746,246134.563109538
1747,246161.620652709
1748,236013.99910459
1749,146121.359719726
1750,140500.492201243
1751,291517.832232621
1752,113946.230218608
1753,150779.479242212
